first_name,second_name,goals_scored,assists,total_points,minutes,goals_conceded,clean_sheets,red_cards,yellow_cards,bonus,selected_by_percent,now_cost,id,team,web_name,form,cost,position,team_name,team_abbr
Shkodran,Mustafi,0,1,4,90,2,0,0,0,0,0.3,52,1,1,Mustafi,1.0,5.2,DEF,Arsenal,ARS
Héctor,Bellerín,0,0,1,262,6,0,0,2,0,0.3,54,2,1,Bellerín,0.2,5.4,DEF,Arsenal,ARS
Sead,Kolasinac,0,1,22,828,13,1,0,2,1,0.7,52,3,1,Kolasinac,1.0,5.2,DEF,Arsenal,ARS
Ainsley,Maitland-Niles,0,2,17,490,10,1,1,0,3,2.8,46,4,1,Maitland-Niles,0.0,4.6,DEF,Arsenal,ARS
Sokratis,Papastathopoulos,1,0,31,1170,19,2,0,4,2,1.7,49,5,1,Sokratis,0.0,4.9,DEF,Arsenal,ARS
Nacho,Monreal,0,0,10,270,4,1,0,0,1,0.3,50,6,1,Monreal,0.0,5.0,DEF,Arsenal,ARS
Laurent,Koscielny,0,0,0,0,0,0,0,0,0,0.1,50,7,1,Koscielny,0.0,5.0,DEF,Arsenal,ARS
Konstantinos,Mavropanos,0,0,0,0,0,0,0,0,0,0.0,44,8,1,Mavropanos,0.0,4.4,DEF,Arsenal,ARS
Carl,Jenkinson,0,0,0,0,0,0,0,0,0,0.0,45,9,1,Jenkinson,0.0,4.5,DEF,Arsenal,ARS
Rob,Holding,0,0,1,76,2,0,0,0,0,0.1,45,10,1,Holding,0.2,4.5,DEF,Arsenal,ARS
Pierre-Emerick,Aubameyang,10,2,89,1350,23,2,0,2,15,23.3,109,11,1,Aubameyang,5.5,10.9,FWD,Arsenal,ARS
Alexandre,Lacazette,5,2,47,661,12,0,0,2,6,2.4,93,12,1,Lacazette,5.8,9.3,FWD,Arsenal,ARS
Edward,Nketiah,0,0,0,0,0,0,0,0,0,0.7,43,13,1,Nketiah,0.0,4.3,FWD,Arsenal,ARS
Bernd,Leno,0,0,51,1350,23,2,0,2,3,5.9,50,14,1,Leno,4.2,5.0,GKP,Arsenal,ARS
Mesut,Özil,0,2,19,518,10,0,0,0,1,0.9,72,15,1,Özil,3.8,7.2,MID,Arsenal,ARS
Henrikh,Mkhitaryan,0,0,4,110,0,1,0,1,0,0.8,68,16,1,Mkhitaryan,0.0,6.8,MID,Arsenal,ARS
Granit,Xhaka,0,1,23,919,17,2,0,4,0,0.7,52,18,1,Xhaka,1.0,5.2,MID,Arsenal,ARS
Lucas,Torreira,1,0,22,543,10,1,0,1,0,1.2,47,19,1,Torreira,1.5,4.7,MID,Arsenal,ARS
Mohamed,Elneny,0,0,0,0,0,0,0,0,0,0.9,43,20,1,Elneny,0.0,4.3,MID,Arsenal,ARS
Matteo,Guendouzi,0,2,34,1218,20,2,0,4,2,8.6,46,21,1,Guendouzi,1.2,4.6,MID,Arsenal,ARS
David,Luiz Moreira Marinho,2,0,35,1260,23,1,0,3,3,5.4,58,106,1,David Luiz,0.8,5.8,DEF,Arsenal,ARS
Emiliano,Martínez,0,0,0,0,0,0,0,0,0,0.3,44,427,1,Martínez,0.0,4.4,GKP,Arsenal,ARS
Calum,Chambers,1,0,27,810,11,2,0,4,2,1.5,44,467,1,Chambers,0.5,4.4,DEF,Arsenal,ARS
Daniel,Ceballos Fernández,0,2,27,659,10,1,0,0,3,3.8,53,469,1,Ceballos,0.0,5.3,MID,Arsenal,ARS
Nicolas,Pépé,1,2,33,829,15,1,0,2,2,2.3,91,488,1,Pépé,0.5,9.1,MID,Arsenal,ARS
Reiss,Nelson,0,0,5,150,2,1,0,1,0,0.1,53,489,1,Nelson,0.0,5.3,MID,Arsenal,ARS
Joseph,Willock,0,0,17,482,9,1,0,0,0,0.2,49,490,1,Willock,1.2,4.9,MID,Arsenal,ARS
Gabriel Teodoro,Martinelli Silva,0,1,9,96,2,0,0,1,0,1.5,45,504,1,Martinelli,1.5,4.5,FWD,Arsenal,ARS
Kieran,Tierney,0,0,4,268,6,0,0,1,0,0.8,54,515,1,Tierney,0.2,5.4,DEF,Arsenal,ARS
Bukayo,Saka,0,1,13,354,4,1,0,1,0,0.7,45,541,1,Saka,0.2,4.5,MID,Arsenal,ARS
Ahmed,El Mohamady,0,1,13,341,11,0,0,0,5,0.9,42,22,2,El Mohamady,1.5,4.2,DEF,Aston Villa,AVL
James,Chester,0,0,0,0,0,0,0,0,0,0.1,43,23,2,Chester,0.0,4.3,DEF,Aston Villa,AVL
Neil,Taylor,0,0,17,613,12,2,0,1,0,0.3,44,24,2,Taylor,0.2,4.4,DEF,Aston Villa,AVL
Kortney,Hause,0,0,0,0,0,0,0,0,0,0.1,44,25,2,Hause,0.0,4.4,DEF,Aston Villa,AVL
Jonathan,Kodjia,0,0,2,20,4,0,0,0,0,0.1,54,26,2,Kodjia,0.0,5.4,FWD,Aston Villa,AVL
Ørjan,Nyland,0,0,2,82,2,0,0,0,0,0.2,43,27,2,Nyland,0.5,4.3,GKP,Aston Villa,AVL
Conor,Hourihane,2,2,36,578,11,2,0,2,4,0.2,57,28,2,Hourihane,4.2,5.7,MID,Aston Villa,AVL
Jack,Grealish,3,4,60,1163,20,3,0,3,7,5.3,60,29,2,Grealish,4.2,6.0,MID,Aston Villa,AVL
Anwar,El Ghazi,3,4,52,852,14,3,0,1,0,1.2,55,30,2,El Ghazi,3.5,5.5,MID,Aston Villa,AVL
John,McGinn,3,2,57,1350,24,3,0,1,4,10.2,58,31,2,McGinn,2.2,5.8,MID,Aston Villa,AVL
Andre,Green,0,0,0,0,0,0,0,0,0,0.0,49,32,2,Green,0.0,4.9,MID,Aston Villa,AVL
Birkir,Bjarnason,0,0,0,0,0,0,0,0,0,0.0,45,33,2,Bjarnason,0.0,4.5,MID,Aston Villa,AVL
Keinan,Davis,0,0,6,74,1,0,0,0,0,0.2,44,34,2,Davis,0.0,4.4,MID,Aston Villa,AVL
Henri,Lansbury,0,0,5,40,1,0,0,0,0,0.5,44,35,2,Lansbury,0.8,4.4,MID,Aston Villa,AVL
José Ignacio,Peleteiro Romallo,0,1,13,259,3,2,0,0,0,0.1,58,36,2,Jota,0.2,5.8,MID,Aston Villa,AVL
Tom,Heaton,0,0,41,1260,22,3,0,0,0,5.3,45,94,2,Heaton,2.5,4.5,GKP,Aston Villa,AVL
Matt,Targett,1,2,41,736,12,2,0,1,9,1.0,44,309,2,Targett,3.8,4.4,DEF,Aston Villa,AVL
Wesley,Moraes,4,1,53,1284,20,4,0,1,7,1.9,58,428,2,Wesley,1.8,5.8,FWD,Aston Villa,AVL
Jed,Steer,0,0,1,7,0,0,0,0,0,0.1,44,429,2,Steer,0.2,4.4,GKP,Aston Villa,AVL
Tyrone,Mings,1,1,43,1350,24,3,0,2,3,5.1,45,445,2,Mings,3.5,4.5,DEF,Aston Villa,AVL
Ezri,Konsa Ngoyo,0,0,10,375,7,1,0,0,0,0.1,43,452,2,Konsa,2.2,4.3,DEF,Aston Villa,AVL
Bjorn,Engels,0,0,31,974,17,3,0,1,4,0.7,45,455,2,Engels,0.0,4.5,DEF,Aston Villa,AVL
Frédéric,Guilbert,0,2,38,1052,15,4,0,5,2,0.8,44,458,2,Guilbert,2.0,4.4,DEF,Aston Villa,AVL
Mahmoud Ahmed,Ibrahim Hassan,3,1,37,839,17,1,1,2,2,1.5,52,465,2,Trézéguet,4.5,5.2,MID,Aston Villa,AVL
Douglas Luiz,Soares de Paulo,2,0,36,757,12,4,0,1,2,3.9,45,470,2,Douglas Luiz,2.0,4.5,MID,Aston Villa,AVL
Lovre,Kalinic,0,0,0,0,0,0,0,0,0,0.1,44,474,2,Kalinic,0.0,4.4,GKP,Aston Villa,AVL
Marvelous,Nakamba,0,0,18,772,15,1,0,1,0,1.1,44,491,2,Nakamba,0.8,4.4,MID,Aston Villa,AVL
Steve,Cook,1,0,43,1260,20,3,0,2,5,0.4,50,58,3,Steve Cook,2.8,5.0,DEF,Bournemouth,BOU
Nathan,Aké,1,1,49,1350,21,3,0,1,5,13.4,50,59,3,Aké,1.2,5.0,DEF,Bournemouth,BOU
Charlie,Daniels,0,0,3,126,2,0,0,0,0,0.1,43,60,3,Daniels,0.0,4.3,DEF,Bournemouth,BOU
Chris,Mepham,1,0,15,361,8,0,0,0,2,0.8,43,61,3,Mepham,0.5,4.3,DEF,Bournemouth,BOU
Simon,Francis,0,0,1,98,3,0,1,0,0,0.0,44,62,3,Francis,-0.2,4.4,DEF,Bournemouth,BOU
Adam,Smith,0,1,32,837,12,3,0,2,3,0.9,43,63,3,Adam Smith,1.0,4.3,DEF,Bournemouth,BOU
Lloyd,Kelly,0,0,0,0,0,0,0,0,0,0.1,44,64,3,Kelly,0.0,4.4,DEF,Bournemouth,BOU
Diego,Rico,0,2,43,1028,13,4,0,4,5,13.6,43,65,3,Rico,2.5,4.3,DEF,Bournemouth,BOU
Jack,Simpson,0,0,0,0,0,0,0,0,0,6.5,39,66,3,Simpson,0.0,3.9,DEF,Bournemouth,BOU
Callum,Wilson,5,3,60,1310,21,3,0,3,4,6.7,76,67,3,Callum Wilson,2.0,7.6,FWD,Bournemouth,BOU
Joshua,King,3,3,50,1006,15,2,0,0,6,4.7,62,68,3,King,0.5,6.2,FWD,Bournemouth,BOU
Dominic,Solanke,0,0,19,661,10,1,0,1,0,0.3,52,69,3,Solanke,1.0,5.2,FWD,Bournemouth,BOU
Sam,Surridge,0,0,0,0,0,0,0,0,0,0.5,43,71,3,Surridge,0.0,4.3,FWD,Bournemouth,BOU
Asmir,Begovic,0,0,0,0,0,0,0,0,0,0.9,42,72,3,Begovic,0.0,4.2,GKP,Bournemouth,BOU
Artur,Boruc,0,0,0,0,0,0,0,0,0,0.3,43,73,3,Boruc,0.0,4.3,GKP,Bournemouth,BOU
Mark,Travers,0,0,0,0,0,0,0,0,0,0.2,43,74,3,Travers,0.0,4.3,GKP,Bournemouth,BOU
Ryan,Fraser,1,3,41,985,15,3,0,2,2,3.1,69,75,3,Fraser,3.2,6.9,MID,Bournemouth,BOU
David,Brooks,0,0,0,0,0,0,0,0,0,0.1,63,76,3,Brooks,0.0,6.3,MID,Bournemouth,BOU
Junior,Stanislas,0,0,0,0,0,0,0,0,0,0.0,59,77,3,Stanislas,0.0,5.9,MID,Bournemouth,BOU
Jordon,Ibe,0,0,2,48,1,0,0,0,0,0.2,47,78,3,Ibe,0.0,4.7,MID,Bournemouth,BOU
Lewis,Cook,0,1,18,430,8,1,0,0,0,0.0,50,79,3,Lewis Cook,2.5,5.0,MID,Bournemouth,BOU
Andrew,Surman,0,0,3,57,1,0,0,0,0,0.0,47,80,3,Surman,0.0,4.7,MID,Bournemouth,BOU
Dan,Gosling,0,0,2,30,0,0,0,0,0,0.0,49,81,3,Gosling,0.5,4.9,MID,Bournemouth,BOU
Jefferson,Lerma,0,0,19,1048,16,2,0,7,0,0.1,48,82,3,Lerma,0.8,4.8,MID,Bournemouth,BOU
Jack,Stacey,0,0,6,436,8,0,0,2,0,0.1,43,446,3,Stacey,0.2,4.3,DEF,Bournemouth,BOU
Philip,Billing,0,1,26,1159,17,3,0,6,0,0.1,50,476,3,Billing,0.8,5.0,MID,Bournemouth,BOU
Arnaut,Danjuma Groeneveld,0,1,16,315,3,2,0,0,0,0.0,58,492,3,Danjuma,2.5,5.8,MID,Bournemouth,BOU
Aaron,Ramsdale,0,1,57,1350,21,3,0,0,7,4.1,46,494,3,Ramsdale,2.2,4.6,GKP,Bournemouth,BOU
Harry,Wilson,6,0,59,873,16,2,0,1,5,3.5,60,505,3,Harry Wilson,6.2,6.0,MID,Bournemouth,BOU
Christian,Saydee,0,0,0,0,0,0,0,0,0,0.0,45,564,3,Saydee,0.0,4.5,MID,Bournemouth,BOU
Gavin,Kilkenny,0,0,0,0,0,0,0,0,0,0.0,45,565,3,Kilkenny,0.0,4.5,MID,Bournemouth,BOU
Shane,Duffy,1,0,22,616,10,1,0,0,0,1.1,49,37,4,Duffy,0.8,4.9,DEF,Brighton,BHA
Martín,Montoya,0,1,39,1057,16,4,0,3,3,0.7,45,38,4,Montoya,0.8,4.5,DEF,Brighton,BHA
Bernardo,Fernandes da Silva Junior,0,0,2,67,3,0,0,0,0,0.1,43,39,4,Bernardo,0.0,4.3,DEF,Brighton,BHA
Leon,Balogun,0,0,0,0,0,0,0,0,0,0.1,44,40,4,Balogun,0.0,4.4,DEF,Brighton,BHA
Gaëtan,Bong,0,0,3,57,3,0,0,0,0,0.1,43,41,4,Bong,0.0,4.3,DEF,Brighton,BHA
Lewis,Dunk,2,2,58,1260,20,4,0,5,9,11.7,46,42,4,Dunk,4.0,4.6,DEF,Brighton,BHA
Matthew,Clarke,0,0,0,0,0,0,0,0,0,0.0,44,43,4,Clarke,0.0,4.4,DEF,Brighton,BHA
Glenn,Murray,0,0,13,328,4,2,0,0,0,0.8,55,44,4,Murray,0.5,5.5,FWD,Brighton,BHA
Jürgen,Locadia,0,0,3,85,1,1,0,0,0,0.1,52,45,4,Locadia,0.0,5.2,FWD,Brighton,BHA
Florin,Andone,1,0,5,71,2,0,1,0,1,0.4,48,46,4,Andone,0.0,4.8,FWD,Brighton,BHA
Mathew,Ryan,0,0,63,1350,22,4,0,0,11,17.2,48,47,4,Ryan,3.8,4.8,GKP,Brighton,BHA
David,Button,0,0,0,0,0,0,0,0,0,21.6,40,48,4,Button,0.0,4.0,GKP,Brighton,BHA
Pascal,Groß,1,3,42,947,13,3,0,1,2,0.6,64,49,4,Groß,1.8,6.4,MID,Brighton,BHA
Alireza,Jahanbakhsh,0,0,0,0,0,0,0,0,0,0.1,58,50,4,Jahanbakhsh,0.0,5.8,MID,Brighton,BHA
José Heriberto,Izquierdo Mena,0,0,0,0,0,0,0,0,0,0.0,54,51,4,Izquierdo,0.0,5.4,MID,Brighton,BHA
Anthony,Knockaert,0,0,0,0,0,0,0,0,0,0.0,54,52,4,Knockaert,0.0,5.4,MID,Brighton,BHA
Yves,Bissouma,0,0,6,144,3,0,0,0,0,0.0,50,53,4,Bissouma,0.8,5.0,MID,Brighton,BHA
Davy,Pröpper,0,1,28,1170,20,3,0,2,0,0.4,49,54,4,Pröpper,1.2,4.9,MID,Brighton,BHA
Solomon,March,0,1,21,598,10,2,0,1,3,0.3,47,55,4,March,0.8,4.7,MID,Brighton,BHA
Beram,Kayal,0,0,0,0,0,0,0,0,0,0.3,43,56,4,Kayal,0.0,4.3,MID,Brighton,BHA
Dale,Stephens,0,0,30,1322,20,4,0,4,0,2.4,44,57,4,Stephens,1.5,4.4,MID,Brighton,BHA
Leandro,Trossard,2,3,34,483,11,0,0,0,2,0.3,58,421,4,Trossard,2.0,5.8,MID,Brighton,BHA
Dan,Burn,0,0,36,1350,22,4,0,1,0,0.3,45,475,4,Burn,1.0,4.5,DEF,Brighton,BHA
Adam,Webster,2,0,32,935,16,2,0,2,2,0.2,44,493,4,Webster,2.2,4.4,DEF,Brighton,BHA
Neal,Maupay,5,0,56,1064,15,4,0,1,10,0.9,58,502,4,Maupay,3.5,5.8,FWD,Brighton,BHA
Aaron,Mooy,0,1,20,542,9,2,1,0,3,0.2,48,516,4,Mooy,3.0,4.8,MID,Brighton,BHA
Aaron,Connolly,2,2,33,558,11,2,0,0,3,2.4,47,534,4,Connolly,1.2,4.7,FWD,Brighton,BHA
Tudor,Baluta,0,0,0,0,0,0,0,0,0,0.2,40,536,4,Baluta,0.0,4.0,DEF,Brighton,BHA
Steven,Alzate,0,0,18,654,9,3,0,1,0,0.1,45,537,4,Alzate,1.2,4.5,MID,Brighton,BHA
Ezequiel,Schelotto,0,0,3,41,2,0,0,0,0,0.4,40,546,4,Schelotto,0.2,4.0,DEF,Brighton,BHA
Ben,Mee,0,0,38,1350,24,5,0,2,0,0.9,50,83,5,Mee,2.8,5.0,DEF,Burnley,BUR
James,Tarkowski,1,2,57,1350,24,5,0,4,9,3.7,51,84,5,Tarkowski,7.5,5.1,DEF,Burnley,BUR
Matthew,Lowton,0,1,29,990,18,3,0,1,0,0.7,45,85,5,Lowton,0.0,4.5,DEF,Burnley,BUR
Phil,Bardsley,0,0,12,360,6,2,0,1,0,0.2,43,86,5,Bardsley,3.0,4.3,DEF,Burnley,BUR
Charlie,Taylor,0,0,15,295,0,2,0,0,0,0.9,42,87,5,Taylor,3.2,4.2,DEF,Burnley,BUR
Kevin,Long,0,0,0,0,0,0,0,0,0,0.1,43,88,5,Long,0.0,4.3,DEF,Burnley,BUR
Ben,Gibson,0,0,0,0,0,0,0,0,0,2.7,39,89,5,Gibson,0.0,3.9,DEF,Burnley,BUR
Ashley,Barnes,6,0,54,1058,17,6,0,3,6,4.1,63,90,5,Barnes,4.2,6.3,FWD,Burnley,BUR
Chris,Wood,6,0,51,1067,14,5,0,1,5,1.2,62,91,5,Wood,4.0,6.2,FWD,Burnley,BUR
Matej,Vydra,0,1,7,58,0,0,0,0,0,0.1,53,92,5,Vydra,0.0,5.3,FWD,Burnley,BUR
Nick,Pope,0,0,56,1350,24,5,0,0,6,15.0,47,93,5,Pope,5.0,4.7,GKP,Burnley,BUR
Joe,Hart,0,0,0,0,0,0,0,0,0,1.2,43,95,5,Hart,0.0,4.3,GKP,Burnley,BUR
Johann Berg,Gudmundsson,1,0,17,309,2,3,0,0,1,0.5,59,96,5,Gudmundsson,0.0,5.9,MID,Burnley,BUR
Dwight,McNeil,1,5,55,1278,22,6,0,1,1,0.9,60,97,5,McNeil,3.0,6.0,MID,Burnley,BUR
Robbie,Brady,1,2,20,201,3,0,0,1,0,0.0,55,98,5,Brady,2.2,5.5,MID,Burnley,BUR
Steven,Defour,0,0,0,0,0,0,0,0,0,0.0,55,99,5,Defour,0.0,5.5,MID,Burnley,BUR
Jeff,Hendrick,2,1,39,928,18,4,0,4,4,0.1,54,100,5,Hendrick,3.0,5.4,MID,Burnley,BUR
Ashley,Westwood,0,3,37,1170,18,5,0,5,2,0.4,54,101,5,Westwood,1.8,5.4,MID,Burnley,BUR
Jack,Cork,0,0,29,1112,21,4,0,0,0,0.2,50,102,5,Cork,2.5,5.0,MID,Burnley,BUR
Daniel,Drinkwater,0,0,1,58,2,0,0,0,0,0.7,44,120,5,Drinkwater,0.2,4.4,MID,Burnley,BUR
Aaron,Lennon,0,0,10,341,11,0,0,2,0,0.1,47,430,5,Lennon,0.8,4.7,MID,Burnley,BUR
Erik,Pieters,0,3,34,1053,24,2,0,1,5,7.2,45,447,5,Pieters,0.0,4.5,DEF,Burnley,BUR
Jay,Rodriguez,2,0,25,493,16,0,0,1,0,0.2,57,451,5,Rodriguez,1.0,5.7,FWD,Burnley,BUR
Bailey,Peacock-Farrell,0,0,0,0,0,0,0,0,0,0.1,44,495,5,Peacock-Farrell,0.0,4.4,GKP,Burnley,BUR
Marcos,Alonso,1,2,36,498,4,3,0,3,3,2.7,60,103,6,Alonso,0.0,6.0,DEF,Chelsea,CHE
Antonio,Rüdiger,0,0,1,45,0,0,0,0,0,0.1,60,104,6,Rüdiger,0.0,6.0,DEF,Chelsea,CHE
César,Azpilicueta,0,2,33,1170,20,2,0,0,1,5.3,58,105,6,Azpilicueta,0.8,5.8,DEF,Chelsea,CHE
Emerson,Palmieri dos Santos,0,0,14,702,14,1,0,1,0,0.9,55,107,6,Emerson,1.8,5.5,DEF,Chelsea,CHE
Andreas,Christensen,0,0,10,581,12,1,0,2,0,0.6,49,108,6,Christensen,0.5,4.9,DEF,Chelsea,CHE
Davide,Zappacosta,0,0,0,0,0,0,0,0,0,0.2,43,109,6,Zappacosta,0.0,4.3,DEF,Chelsea,CHE
Olivier,Giroud,0,0,7,190,5,1,0,0,0,1.1,66,110,6,Giroud,0.5,6.6,FWD,Chelsea,CHE
Kepa,Arrizabalaga,0,0,38,1350,21,3,0,0,0,5.9,55,111,6,Kepa,3.0,5.5,GKP,Chelsea,CHE
Willy,Caballero,0,0,0,0,0,0,0,0,0,0.2,48,112,6,Caballero,0.0,4.8,GKP,Chelsea,CHE
Willian,Borges Da Silva,2,3,54,963,10,4,0,2,9,2.5,71,113,6,Willian,3.0,7.1,MID,Chelsea,CHE
Pedro,Rodríguez Ledesma,0,0,9,304,6,1,0,0,0,1.2,68,114,6,Pedro,0.5,6.8,MID,Chelsea,CHE
Ruben,Loftus-Cheek,0,0,0,0,0,0,0,0,0,0.1,63,115,6,Loftus-Cheek,0.0,6.3,MID,Chelsea,CHE
Callum,Hudson-Odoi,0,3,22,254,3,1,0,1,3,0.8,56,116,6,Hudson-Odoi,0.8,5.6,MID,Chelsea,CHE
Ross,Barkley,0,0,9,335,5,1,0,0,0,1.3,56,117,6,Barkley,0.0,5.6,MID,Chelsea,CHE
Jorge Luiz,Frello Filho,1,3,42,1088,19,2,0,6,5,4.0,51,118,6,Jorginho,1.0,5.1,MID,Chelsea,CHE
N'Golo,Kanté,3,0,31,584,8,1,0,1,2,4.7,50,119,6,Kanté,3.5,5.0,MID,Chelsea,CHE
Ethan,Ampadu,0,0,0,0,0,0,0,0,0,0.0,44,121,6,Ampadu,0.0,4.4,MID,Chelsea,CHE
Christian,Pulisic,5,3,61,827,15,1,0,0,5,15.0,75,431,6,Pulisic,3.5,7.5,MID,Chelsea,CHE
Mateo,Kovacic,0,2,32,1059,17,1,0,3,2,1.0,53,432,6,Kovacic,3.0,5.3,MID,Chelsea,CHE
Kurt,Zouma,0,0,25,1173,19,2,0,1,1,1.9,47,459,6,Zouma,2.8,4.7,DEF,Chelsea,CHE
Tammy,Abraham,11,3,95,1041,14,4,0,2,19,33.1,79,460,6,Abraham,5.5,7.9,FWD,Chelsea,CHE
Michy,Batshuayi,1,2,20,88,2,0,0,0,1,0.9,66,461,6,Batshuayi,1.5,6.6,FWD,Chelsea,CHE
Robert Kenedy,Nunes do Nascimento,0,0,0,0,0,0,0,0,0,0.0,53,462,6,Kenedy,0.0,5.3,MID,Chelsea,CHE
Mason,Mount,5,2,67,1234,19,3,0,2,6,27.7,66,463,6,Mount,3.0,6.6,MID,Chelsea,CHE
Reece,James,0,1,17,330,4,1,0,0,1,0.3,50,506,6,James,3.8,5.0,DEF,Chelsea,CHE
Fikayo,Tomori,1,0,39,990,13,3,0,2,6,8.7,49,529,6,Tomori,3.0,4.9,DEF,Chelsea,CHE
Billy,Gilmour,0,0,2,9,1,0,0,0,0,0.0,45,533,6,Gilmour,0.2,4.5,MID,Chelsea,CHE
Addji Keaninkin Marc-Israel,Guehi,0,0,0,0,0,0,0,0,0,0.1,40,545,6,Guehi,0.0,4.0,DEF,Chelsea,CHE
Patrick,van Aanholt,2,0,51,1288,18,4,0,0,3,9.8,56,123,7,van Aanholt,2.2,5.6,DEF,Crystal Palace,CRY
James,Tomkins,0,0,18,622,10,2,0,1,2,0.1,50,124,7,Tomkins,4.0,5.0,DEF,Crystal Palace,CRY
Mamadou,Sakho,0,0,2,240,5,0,1,0,0,0.1,50,125,7,Sakho,-0.2,5.0,DEF,Crystal Palace,CRY
Joel,Ward,0,1,38,1102,15,3,0,2,5,2.0,44,126,7,Ward,0.8,4.4,DEF,Crystal Palace,CRY
Scott,Dann,0,1,13,245,1,1,0,0,0,0.2,43,127,7,Dann,1.0,4.3,DEF,Crystal Palace,CRY
Martin,Kelly,0,1,42,774,6,5,0,0,2,25.4,41,128,7,Kelly,3.2,4.1,DEF,Crystal Palace,CRY
Christian,Benteke,0,0,13,289,5,1,0,1,0,0.6,57,129,7,Benteke,0.5,5.7,FWD,Crystal Palace,CRY
Connor,Wickham,0,0,2,15,0,0,0,0,0,2.5,45,130,7,Wickham,0.0,4.5,FWD,Crystal Palace,CRY
Vicente,Guaita,0,0,51,1170,14,5,0,1,4,1.1,50,131,7,Guaita,4.8,5.0,GKP,Crystal Palace,CRY
Wayne,Hennessey,0,0,6,180,4,0,0,0,0,0.6,43,132,7,Hennessey,0.0,4.3,GKP,Crystal Palace,CRY
Wilfried,Zaha,2,2,50,1285,18,4,0,2,3,11.3,67,133,7,Zaha,5.5,6.7,MID,Crystal Palace,CRY
Luka,Milivojevic,2,0,42,1245,17,5,0,7,6,2.5,67,134,7,Milivojevic,2.2,6.7,MID,Crystal Palace,CRY
Andros,Townsend,1,1,30,706,12,2,0,0,0,1.3,56,135,7,Townsend,2.8,5.6,MID,Crystal Palace,CRY
Max,Meyer,0,0,6,171,2,1,0,1,0,0.1,52,136,7,Meyer,0.0,5.2,MID,Crystal Palace,CRY
Jeffrey,Schlupp,2,1,39,811,12,4,0,2,3,0.2,55,137,7,Schlupp,4.5,5.5,MID,Crystal Palace,CRY
James,McArthur,0,3,43,1197,11,6,0,2,2,0.7,52,138,7,McArthur,3.0,5.2,MID,Crystal Palace,CRY
Cheikhou,Kouyaté,0,1,33,1081,14,5,0,1,0,0.2,49,139,7,Kouyaté,2.5,4.9,MID,Crystal Palace,CRY
Luke,Dreher,0,0,0,0,0,0,0,0,0,0.1,44,140,7,Dreher,0.0,4.4,MID,Crystal Palace,CRY
James,McCarthy,0,0,8,205,4,0,0,3,0,0.6,44,157,7,McCarthy,0.0,4.4,MID,Crystal Palace,CRY
Jordan,Ayew,4,0,52,1122,13,7,0,3,11,7.8,51,468,7,Ayew,2.0,5.1,FWD,Crystal Palace,CRY
Gary,Cahill,0,0,23,990,17,2,0,1,1,1.6,45,503,7,Cahill,0.5,4.5,DEF,Crystal Palace,CRY
Víctor,Camarasa,0,0,1,5,0,0,0,0,0,0.2,46,510,7,Camarasa,0.0,4.6,MID,Crystal Palace,CRY
Jairo,Riedewald,0,0,0,0,0,0,0,0,0,0.0,45,539,7,Riedewald,0.0,4.5,MID,Crystal Palace,CRY
Stephen,Henderson,0,0,0,0,0,0,0,0,0,0.2,40,556,7,Henderson,0.0,4.0,GKP,Crystal Palace,CRY
Alex,Iwobi,1,0,30,849,19,1,0,0,2,1.2,57,17,8,Iwobi,1.5,5.7,MID,Everton,EVE
Lucas,Digne,0,3,42,1332,27,3,0,1,4,14.4,58,141,8,Digne,1.0,5.8,DEF,Everton,EVE
Yerry,Mina,0,0,32,1260,24,3,0,1,4,2.3,53,142,8,Mina,1.0,5.3,DEF,Everton,EVE
Michael,Keane,1,0,37,1081,23,3,0,0,3,2.3,53,143,8,Keane,2.0,5.3,DEF,Everton,EVE
Seamus,Coleman,0,1,19,689,13,2,1,3,2,1.3,53,144,8,Coleman,0.0,5.3,DEF,Everton,EVE
Leighton,Baines,0,0,0,0,0,0,0,0,0,0.1,49,145,8,Baines,0.0,4.9,DEF,Everton,EVE
Cenk,Tosun,1,0,10,220,4,0,0,0,0,0.1,57,146,8,Tosun,1.0,5.7,FWD,Everton,EVE
Dominic,Calvert-Lewin,3,0,33,677,16,2,0,1,2,0.9,57,147,8,Calvert-Lewin,1.2,5.7,FWD,Everton,EVE
Jordan,Pickford,0,0,41,1350,27,3,0,0,2,7.6,54,148,8,Pickford,1.5,5.4,GKP,Everton,EVE
Maarten,Stekelenburg,0,0,0,0,0,0,0,0,0,8.4,40,149,8,Stekelenburg,0.0,4.0,GKP,Everton,EVE
Richarlison,de Andrade,5,3,72,1297,26,3,0,2,7,6.4,78,150,8,Richarlison,6.5,7.8,MID,Everton,EVE
Gylfi,Sigurdsson,1,1,36,1056,22,2,0,1,0,2.9,74,151,8,Sigurdsson,1.8,7.4,MID,Everton,EVE
Bernard,Anício Caldeira Duarte,2,1,32,502,6,3,0,2,5,0.6,64,152,8,Bernard,1.0,6.4,MID,Everton,EVE
Theo,Walcott,0,1,18,434,6,1,0,1,0,0.4,62,153,8,Walcott,1.0,6.2,MID,Everton,EVE
Tom,Davies,1,0,23,623,14,1,0,2,3,0.2,53,154,8,Davies,3.8,5.3,MID,Everton,EVE
Ademola,Lookman,0,0,0,0,0,0,0,0,0,0.0,50,155,8,Lookman,0.0,5.0,MID,Everton,EVE
