first_name,second_name,goals_scored,assists,total_points,minutes,goals_conceded,clean_sheets,red_cards,yellow_cards,bonus,selected_by_percent,now_cost,id,team,web_name,form,cost,position,team_name,team_abbr
Lucas,Rodrigues Moura da Silva,4,2,56,1007,14,1,0,2,1,5.4,72,345,17,Lucas Moura,3.7,7.2,MID,Spurs,TOT
Erik,Lamela,2,2,34,633,9,1,0,2,2,1.1,57,346,17,Lamela,0.3,5.7,MID,Spurs,TOT
Harry,Winks,0,0,23,994,19,1,0,5,0,0.3,52,347,17,Winks,0.4,5.2,MID,Spurs,TOT
Victor,Wanyama,0,0,1,24,2,0,0,1,0,0.1,48,348,17,Wanyama,0.0,4.8,MID,Spurs,TOT
Moussa,Sissoko,2,1,49,1688,25,3,0,6,0,1.9,49,349,17,Sissoko,2.1,4.9,MID,Spurs,TOT
Eric,Dier,0,1,15,611,11,1,0,4,0,0.2,49,350,17,Dier,1.1,4.9,MID,Spurs,TOT
Luke,Amos,0,0,0,0,0,0,0,0,0,0.0,45,351,17,Amos,0.0,4.5,MID,Spurs,TOT
Oliver,Skipp,0,0,3,12,0,0,0,0,0,0.5,43,352,17,Skipp,0.1,4.3,MID,Spurs,TOT
Tanguy,Ndombele,2,1,36,797,13,1,0,2,2,2.4,58,442,17,Ndombele,0.7,5.8,MID,Spurs,TOT
Troy,Parrott,0,0,1,5,0,0,0,0,0,0.8,44,509,17,Parrott,0.1,4.4,FWD,Spurs,TOT
Giovani,Lo Celso,0,0,14,332,5,1,0,1,0,0.2,73,523,17,Lo Celso,0.9,7.3,MID,Spurs,TOT
Ryan,Sessegnon,0,0,7,251,4,0,0,0,0,0.1,54,524,17,Sessegnon,0.9,5.4,MID,Spurs,TOT
Georges-Kévin,Nkoudou,0,0,1,2,0,0,0,0,0,0.0,50,527,17,Nkoudou,0.0,5.0,MID,Spurs,TOT
Alfie,Whiteman,0,0,0,0,0,0,0,0,0,0.5,40,543,17,Whiteman,0.0,4.0,GKP,Spurs,TOT
Michel,Vorm,0,0,0,0,0,0,0,0,0,0.0,43,555,17,Vorm,0.0,4.3,GKP,Spurs,TOT
Brandon,Austin,0,0,0,0,0,0,0,0,0,0.2,40,558,17,Austin,0.0,4.0,GKP,Spurs,TOT
Japhet,Tanganga,0,0,0,0,0,0,0,0,0,0.0,40,583,17,Tanganga,0.0,4.0,DEF,Spurs,TOT
José,Holebas,0,0,16,1004,26,2,0,5,0,0.7,46,353,18,Holebas,0.1,4.6,DEF,Watford,WAT
Christian,Kabasele,0,1,46,1124,10,6,2,1,3,0.7,43,354,18,Kabasele,3.6,4.3,DEF,Watford,WAT
Adam,Masina,0,0,16,501,9,2,0,2,0,0.1,43,355,18,Masina,1.1,4.3,DEF,Watford,WAT
Adrian,Mariappa,0,0,10,776,19,1,1,1,0,0.2,42,356,18,Mariappa,1.1,4.2,DEF,Watford,WAT
Francisco,Femenía Far,0,0,29,1344,28,3,0,4,0,0.9,42,357,18,Kiko Femenía,3.1,4.2,DEF,Watford,WAT
Craig,Cathcart,0,0,53,1633,23,6,0,4,3,1.7,43,358,18,Cathcart,3.3,4.3,DEF,Watford,WAT
Daryl,Janmaat,0,1,36,606,5,4,0,1,7,0.7,41,359,18,Janmaat,0.0,4.1,DEF,Watford,WAT
Marc,Navarro,0,0,0,0,0,0,0,0,0,0.4,39,360,18,Navarro,0.0,3.9,DEF,Watford,WAT
Sebastian,Prödl,0,0,1,56,0,0,0,0,0,1.1,40,361,18,Prödl,0.0,4.0,DEF,Watford,WAT
Troy,Deeney,3,0,32,813,10,3,0,2,3,0.9,62,362,18,Deeney,3.9,6.2,FWD,Watford,WAT
Gerard,Deulofeu,4,3,69,1535,26,6,0,3,9,2.4,61,363,18,Deulofeu,3.9,6.1,FWD,Watford,WAT
Andre,Gray,2,0,30,696,16,0,0,1,2,0.4,56,364,18,Gray,0.6,5.6,FWD,Watford,WAT
Isaac,Success Ajayi,0,0,4,50,2,0,0,0,0,0.4,48,365,18,Success,0.3,4.8,FWD,Watford,WAT
Ben,Foster,0,0,81,1890,34,6,0,1,13,3.0,48,366,18,Foster,4.6,4.8,GKP,Watford,WAT
Pontus,Dahlberg,0,0,0,0,0,0,0,0,0,0.1,43,367,18,Dahlberg,0.0,4.3,GKP,Watford,WAT
Abdoulaye,Doucouré,2,1,56,1741,32,6,0,5,4,0.9,56,368,18,Doucouré,3.1,5.6,MID,Watford,WAT
Roberto,Pereyra,1,0,28,872,10,4,0,3,0,0.6,56,369,18,Pereyra,0.9,5.6,MID,Watford,WAT
Will,Hughes,1,1,42,1154,22,4,0,3,3,0.3,54,370,18,Hughes,1.3,5.4,MID,Watford,WAT
Tom,Cleverley,1,0,24,645,17,1,0,0,2,0.1,48,371,18,Cleverley,0.0,4.8,MID,Watford,WAT
Ken,Sema,0,0,0,0,0,0,0,0,0,0.0,48,372,18,Sema,0.0,4.8,MID,Watford,WAT
Etienne,Capoue,0,2,39,1418,30,4,0,5,2,0.3,48,373,18,Capoue,2.6,4.8,MID,Watford,WAT
Nathaniel,Chalobah,0,1,18,472,7,0,0,1,2,0.2,44,374,18,Chalobah,1.6,4.4,MID,Watford,WAT
Domingos,Quina,0,0,3,14,2,0,0,0,0,0.1,44,375,18,Quina,0.3,4.4,MID,Watford,WAT
Craig,Dawson,0,0,23,1189,24,2,0,4,0,0.2,48,439,18,Dawson,0.4,4.8,DEF,Watford,WAT
Danny,Welbeck,0,0,7,208,2,1,0,0,0,0.1,58,512,18,Welbeck,0.0,5.8,FWD,Watford,WAT
Heurelho da Silva,Gomes,0,0,0,0,0,0,0,0,0,0.2,44,513,18,Gomes,0.0,4.4,GKP,Watford,WAT
Ismaïla,Sarr,3,2,47,860,14,3,0,1,2,0.8,62,525,18,Sarr,4.7,6.2,MID,Watford,WAT
Dimitri,Foulquier,0,0,1,57,6,0,0,0,0,0.2,40,542,18,Foulquier,0.0,4.0,DEF,Watford,WAT
Ayotomiwa,Dele-Bashiru,0,0,0,0,0,0,0,0,0,0.0,45,563,18,Dele-Bashiru,0.0,4.5,MID,Watford,WAT
Aaron,Cresswell,3,0,52,1213,22,4,0,6,5,1.4,47,376,19,Cresswell,1.8,4.7,DEF,West Ham,WHU
Angelo,Ogbonna,2,0,57,1350,18,6,0,2,0,1.4,45,377,19,Ogbonna,3.5,4.5,DEF,West Ham,WHU
Arthur,Masuaku,0,1,21,569,9,2,1,2,3,0.5,42,378,19,Masuaku,0.2,4.2,DEF,West Ham,WHU
Pablo,Zabaleta,0,0,6,288,7,0,0,1,0,0.5,42,379,19,Zabaleta,0.0,4.2,DEF,West Ham,WHU
Ryan,Fredericks,0,2,55,1537,26,6,0,5,5,0.6,45,380,19,Fredericks,3.3,4.5,DEF,West Ham,WHU
Issa,Diop,0,0,28,1235,25,3,0,6,2,2.2,44,381,19,Diop,0.2,4.4,DEF,West Ham,WHU
Fabián,Balbuena,1,0,34,991,21,3,0,2,3,0.4,43,382,19,Balbuena,3.0,4.3,DEF,West Ham,WHU
Winston,Reid,0,0,0,0,0,0,0,0,0,4.8,39,383,19,Reid,0.0,3.9,DEF,West Ham,WHU
Ben,Johnson,0,0,0,0,0,0,0,0,0,1.3,40,384,19,Johnson,0.0,4.0,DEF,West Ham,WHU
Marko,Arnautovic,0,0,0,0,0,0,0,0,0,0.1,70,385,19,Arnautovic,0.0,7.0,FWD,West Ham,WHU
Javier,Hernández Balcázar,1,0,9,106,4,0,0,0,2,0.4,60,386,19,Chicharito,0.0,6.0,FWD,West Ham,WHU
Alexandre Nascimento,Costa Silva,0,0,0,0,0,0,0,0,0,0.9,43,387,19,Xande Silva,0.0,4.3,FWD,West Ham,WHU
Lukasz,Fabianski,0,0,46,753,10,4,0,1,5,2.6,49,388,19,Fabianski,2.3,4.9,GKP,West Ham,WHU
Michail,Antonio,1,2,26,550,9,2,0,0,0,0.8,69,389,19,Antonio,1.8,6.9,MID,West Ham,WHU
Felipe Anderson,Pereira Gomes,1,4,55,1247,24,6,0,1,1,2.9,66,390,19,Felipe Anderson,3.2,6.6,MID,West Ham,WHU
Manuel,Lanzini,0,3,36,853,16,2,0,0,3,0.7,62,391,19,Lanzini,0.7,6.2,MID,West Ham,WHU
Andriy,Yarmolenko,3,1,49,822,14,3,0,2,8,1.1,53,392,19,Yarmolenko,0.3,5.3,MID,West Ham,WHU
Robert,Snodgrass,3,2,51,999,20,3,0,4,5,0.3,52,393,19,Snodgrass,3.3,5.2,MID,West Ham,WHU
Jack,Wilshere,0,0,6,174,4,0,0,0,0,0.2,47,394,19,Wilshere,0.0,4.7,MID,West Ham,WHU
Declan,Rice,0,1,46,1800,32,6,0,4,1,1.4,47,395,19,Rice,2.7,4.7,MID,West Ham,WHU
Mark,Noble,3,2,62,1339,19,6,0,2,5,0.6,50,396,19,Noble,4.2,5.0,MID,West Ham,WHU
Carlos,Sánchez,0,0,7,112,2,0,0,0,0,0.4,43,397,19,Carlos Sánchez,0.5,4.3,MID,West Ham,WHU
Grady,Diangana,0,0,0,0,0,0,0,0,0,0.1,44,398,19,Diangana,0.0,4.4,MID,West Ham,WHU
Pablo,Fornals,1,3,50,1102,19,4,0,1,3,0.5,60,399,19,Fornals,4.5,6.0,MID,West Ham,WHU
Pedro,Obiang,0,0,0,0,0,0,0,0,0,0.0,45,400,19,Obiang,0.0,4.5,MID,West Ham,WHU
Roberto,Jimenez Gago,0,0,18,686,17,0,0,0,1,0.4,44,450,19,Roberto,0.2,4.4,GKP,West Ham,WHU
Sébastien,Haller,6,2,72,1489,25,5,0,1,8,2.3,70,457,19,Haller,3.5,7.0,FWD,West Ham,WHU
Albian,Ajeti,0,0,7,122,3,0,0,0,0,0.0,57,514,19,Ajeti,0.5,5.7,FWD,West Ham,WHU
David,Martin,0,0,18,360,5,2,0,1,2,1.7,41,553,19,Martin,1.3,4.1,GKP,West Ham,WHU
Nathan,Holland,0,0,2,31,1,0,0,0,0,0.0,45,568,19,Holland,0.3,4.5,MID,West Ham,WHU
Joseph,Anang,0,0,0,0,0,0,0,0,0,0.1,40,582,19,Anang,0.0,4.0,GKP,West Ham,WHU
Matt,Doherty,3,3,73,1427,19,3,0,1,6,4.9,61,401,20,Doherty,3.0,6.1,DEF,Wolves,WOL
Jonathan,Castro Otto,1,1,49,1664,24,3,0,4,0,1.1,54,402,20,Jonny,2.0,5.4,DEF,Wolves,WOL
Conor,Coady,0,0,51,1890,27,4,0,2,2,1.6,50,403,20,Coady,2.1,5.0,DEF,Wolves,WOL
Ryan,Bennett,0,0,21,603,9,2,0,2,0,0.3,49,404,20,Bennett,0.6,4.9,DEF,Wolves,WOL
Willy,Boly,0,1,34,720,7,3,1,0,7,2.1,48,405,20,Boly,0.0,4.8,DEF,Wolves,WOL
Rúben Gonçalo,Silva Nascimento Vinagre,0,0,14,333,4,1,0,1,0,0.2,42,406,20,Vinagre,0.7,4.2,DEF,Wolves,WOL
Romain,Saïss,2,1,37,1263,21,2,1,7,1,0.8,44,407,20,Saïss,2.4,4.4,DEF,Wolves,WOL
Max,Kilman,0,0,4,180,2,0,0,0,0,2.2,40,408,20,Kilman,0.3,4.0,DEF,Wolves,WOL
Raúl,Jiménez,8,6,106,1757,24,5,0,2,17,18.4,75,409,20,Jiménez,4.7,7.5,FWD,Wolves,WOL
Diogo,Jota,3,1,53,1385,21,3,0,3,6,3.2,61,410,20,Jota,3.3,6.1,FWD,Wolves,WOL
Rui Pedro,dos Santos Patrício,0,0,77,1890,27,4,0,0,4,10.6,52,411,20,Patrício,3.3,5.2,GKP,Wolves,WOL
John,Ruddy,0,0,0,0,0,0,0,0,0,0.4,43,412,20,Ruddy,0.0,4.3,GKP,Wolves,WOL
Will,Norris,0,0,0,0,0,0,0,0,0,0.6,40,413,20,Norris,0.0,4.0,GKP,Wolves,WOL
Rúben Diogo,da Silva Neves,2,1,54,1592,22,4,0,4,4,4.8,53,414,20,Neves,2.3,5.3,MID,Wolves,WOL
João Filipe Iria,Santos Moutinho,1,6,73,1799,25,4,0,4,10,5.4,54,415,20,Moutinho,3.6,5.4,MID,Wolves,WOL
Morgan,Gibbs-White,0,1,7,119,2,0,0,0,0,0.1,47,416,20,Gibbs-White,0.0,4.7,MID,Wolves,WOL
Adama,Traoré,4,4,83,1580,23,3,0,0,12,16.0,56,417,20,Traoré,4.7,5.6,MID,Wolves,WOL
Hélder,Costa,0,0,0,0,0,0,0,0,0,0.0,49,418,20,Costa,0.0,4.9,MID,Wolves,WOL
Ivan,Cavaleiro,0,0,0,0,0,0,0,0,0,0.0,49,419,20,Cavaleiro,0.0,4.9,MID,Wolves,WOL
Leander,Dendoncker,1,0,47,1727,24,4,0,2,3,9.8,44,420,20,Dendoncker,3.0,4.4,MID,Wolves,WOL
Jesús,Vallejo Lázaro,0,0,1,162,6,0,0,1,0,0.2,47,473,20,Vallejo,0.0,4.7,DEF,Wolves,WOL
Patrick,Cutrone,2,0,23,292,6,1,0,0,0,0.5,55,487,20,Cutrone,1.0,5.5,FWD,Wolves,WOL
Pedro,Lomba Neto,1,2,25,352,4,0,0,2,0,0.1,50,528,20,Neto,2.1,5.0,MID,Wolves,WOL
Bernard,Ashley-Seal,0,0,0,0,0,0,0,0,0,0.0,45,559,20,Ashley-Seal,0.0,4.5,FWD,Wolves,WOL
Taylor,Perry,0,0,0,0,0,0,0,0,0,0.0,45,560,20,Perry,0.0,4.5,MID,Wolves,WOL
Owen,Otasowie,0,0,0,0,0,0,0,0,0,0.0,45,566,20,Otasowie,0.0,4.5,MID,Wolves,WOL
Luke,Cundle,0,0,0,0,0,0,0,0,0,0.0,45,567,20,Cundle,0.0,4.5,MID,Wolves,WOL
Oskar,Buur,0,0,0,0,0,0,0,0,0,0.0,40,587,20,Buur,0.0,4.0,DEF,Wolves,WOL
